comune,codice,gestore,km2,km2_comune,quota_comune,progetti,mw_richiesti,mw_per_km2,area_km2,Solare,Accumuli,Bioenergie,Idroelettrico
Nimis,AC001E01014,e-distribuzione,33.899861405092196,33.899861405092196,1.0,4.0,8.7516,0.0326187103988073,268.3,8.5336,0.0,0.0,0.218
Osoppo,AC001E01015,e-distribuzione,18.56802311516288,21.745340279773917,0.854,1.0,111.9,0.6401601830663616,174.8,0.0,111.9,0.0,0.0
Ovaro,AC001E01021,e-distribuzione,54.84295539577908,58.33025879223444,0.94,7.0,2.93,0.0108760207869339,269.4,0.0,0.0,0.0,2.93
Ovaro,AC001E01600,e-distribuzione,3.411941759560864,58.33025879223444,0.058,0.0,0.0,0.0,455.4,0.0,0.0,0.0,0.0
Pagnacco,AC001E01013,e-distribuzione,14.731291235411081,14.958122212603026,0.985,3.0,20.54648,0.3560915077989601,57.7,20.54648,0.0,0.0,0.0
Palazzolo Dello Stella,AC001E00855,e-distribuzione,34.18189233250009,34.26623128078678,0.998,9.0,37.73046,0.1440643757159221,261.9,37.43046,0.0,0.3,0.0
Palmanova,AC001E01001,e-distribuzione,13.12315367756202,13.123153677562021,1.0,18.0,447.55024,3.2644072939460247,137.1,136.55724,310.93,0.0,0.063
Paluzza,AC129E00001,SECAB,69.36753510871642,69.7256063825606,0.995,5.0,0.68925,0.0040953654188948,168.3,0.0,0.0,0.0,0.68925
Pasian Di Prato,AC001E01008,e-distribuzione,15.144885610339372,15.145994657376425,1.0,9.0,272.09524,2.762388223350254,98.5,19.09524,253.0,0.0,0.0
Pasiano Di Pordenone,AC001E00876,e-distribuzione,35.81363185579233,45.44844810656811,0.788,2.0,18.00185,0.1665296022201665,108.1,18.00185,0.0,0.0,0.0
Pasiano Di Pordenone,AC001E01586,e-distribuzione,9.516616956804933,45.44844810656811,0.209,2.0,41.229,0.4535643564356435,90.9,41.229,0.0,0.0,0.0
Paularo,AC001E01019,e-distribuzione,74.9634873824323,84.20341669169046,0.89,5.0,5.84707,0.0117387472395101,498.1,0.0,0.0,0.0,5.84707
Paularo,AC001E01018,e-distribuzione,8.73773501102762,84.20341669169046,0.104,8.0,1.69663,0.0027886752136752,608.4,0.0,0.0,0.0,1.69663
Pavia Di Udine,AC001E01007,e-distribuzione,27.168313929815703,34.566715731114584,0.786,17.0,418.89031,5.4900433813892535,76.3,211.89131,206.0,0.999,0.0
Pavia Di Udine,AC001E01006,e-distribuzione,7.37255834441139,34.566715731114584,0.213,11.0,73.47865,0.96050522875817,76.5,73.47865,0.0,0.0,0.0
Pinzano Al Tagliamento,AC001E01017,e-distribuzione,14.975237737606626,21.736513794666653,0.689,2.0,3.8489,0.0163158117846545,235.9,3.8489,0.0,0.0,0.0
Pinzano Al Tagliamento,AC001E01011,e-distribuzione,5.637812547686762,21.736513794666653,0.259,3.0,5.89463,0.0456948062015503,129.0,5.875,0.0,0.0,0.0196299999999999
Pocenia,AC001E01002,e-distribuzione,17.72975736040793,23.94670535268034,0.74,7.0,44.5406,0.2423318824809575,183.8,44.2906,0.0,0.25,0.0
Pocenia,AC001E00855,e-distribuzione,6.320467436271897,23.94670535268034,0.264,9.0,37.73046,0.1440643757159221,261.9,37.43046,0.0,0.3,0.0
Polcenigo,AC001E01589,e-distribuzione,49.33803475496823,49.66833199950415,0.993,2.0,0.62849,0.004460539389638,140.9,0.0,0.0,0.5,0.12849
Pontebba,AC001E01018,e-distribuzione,97.14625291939343,97.48454702129031,0.997,8.0,1.69663,0.0027886752136752,608.4,0.0,0.0,0.0,1.69663
Porcia,AC001E01587,e-distribuzione,29.96877366465217,30.063492246053816,0.997,3.0,23.4158,0.293063829787234,79.9,23.3838,0.0,0.0,0.032
Pordenone,AC001E01587,e-distribuzione,22.846826316224103,38.365944019394256,0.595,3.0,23.4158,0.293063829787234,79.9,23.3838,0.0,0.0,0.032
Pordenone,AC001E01586,e-distribuzione,14.133839913083506,38.365944019394256,0.368,2.0,41.229,0.4535643564356435,90.9,41.229,0.0,0.0,0.0
Pordenone,AC001E01590,e-distribuzione,1.0596340072340251,38.365944019394256,0.028,4.0,3.608,0.0404938271604938,89.1,2.99,0.0,0.5,0.118
Porpetto,AC001E00997,e-distribuzione,11.550340075133665,18.093576699823362,0.638,7.0,318.32444000000004,2.471463043478261,128.8,134.74644,182.579,0.999,0.0
Porpetto,AC001E01001,e-distribuzione,5.99147334720489,18.093576699823362,0.331,18.0,447.55024,3.2644072939460247,137.1,136.55724,310.93,0.0,0.063
Povoletto,AC001E01014,e-distribuzione,29.81778353259812,38.650603114887524,0.771,4.0,8.7516,0.0326187103988073,268.3,8.5336,0.0,0.0,0.218
Povoletto,AC001E01012,e-distribuzione,8.705450381562695,38.650603114887524,0.225,11.0,56.42009,0.850981749622926,66.3,56.12009,0.0,0.3,0.0
Pozzuolo Del Friuli,AC001E01007,e-distribuzione,21.822407445219806,34.2790359334315,0.637,17.0,418.89031,5.4900433813892535,76.3,211.89131,206.0,0.999,0.0
Pozzuolo Del Friuli,AC001E01008,e-distribuzione,9.219894257575978,34.2790359334315,0.269,9.0,272.09524,2.762388223350254,98.5,19.09524,253.0,0.0,0.0
Pozzuolo Del Friuli,AC001E01002,e-distribuzione,3.221075391078265,34.2790359334315,0.094,7.0,44.5406,0.2423318824809575,183.8,44.2906,0.0,0.25,0.0
Pradamano,AC001E01007,e-distribuzione,10.25053700680602,16.365869603895824,0.626,17.0,418.89031,5.4900433813892535,76.3,211.89131,206.0,0.999,0.0
Pradamano,AC001E01012,e-distribuzione,6.075568789493233,16.365869603895824,0.371,11.0,56.42009,0.850981749622926,66.3,56.12009,0.0,0.3,0.0
Prata Di Pordenone,AC001E00876,e-distribuzione,20.977670118738473,22.755389547472937,0.922,2.0,18.00185,0.1665296022201665,108.1,18.00185,0.0,0.0,0.0
Prata Di Pordenone,AC001E00874,e-distribuzione,1.722760798407021,22.755389547472937,0.076,0.0,0.0,0.0,109.1,0.0,0.0,0.0,0.0
Prato Carnico,AC001E01021,e-distribuzione,64.03349095909496,81.24711127397624,0.788,7.0,2.93,0.0108760207869339,269.4,0.0,0.0,0.0,2.93
Prato Carnico,AC001E01603,e-distribuzione,16.523855087600015,81.24711127397624,0.203,0.0,0.0,0.0,397.0,0.0,0.0,0.0,0.0
Pravisdomini,AC001E00854,e-distribuzione,8.208526439142476,16.027776922246808,0.512,10.0,55.08892000000001,0.3586518229166667,153.6,55.06392,0.0,0.0,0.025
Pravisdomini,AC001E00853,e-distribuzione,5.8305397608799945,16.027776922246808,0.364,0.0,0.0,0.0,215.5,0.0,0.0,0.0,0.0
Pravisdomini,AC001E01586,e-distribuzione,1.852361059367631,16.027776922246808,0.116,2.0,41.229,0.4535643564356435,90.9,41.229,0.0,0.0,0.0
Precenicco,AC001E00855,e-distribuzione,26.321548088166896,27.137457040914715,0.97,9.0,37.73046,0.1440643757159221,261.9,37.43046,0.0,0.3,0.0
Premariacco,AC001E01009,e-distribuzione,19.07239820120929,39.78392547272574,0.479,4.0,16.10916,0.0496277264325323,324.6,16.10916,0.0,0.0,0.0
Premariacco,AC001E01006,e-distribuzione,13.34177866713501,39.78392547272574,0.335,11.0,73.47865,0.96050522875817,76.5,73.47865,0.0,0.0,0.0
Premariacco,AC001E01005,e-distribuzione,3.4964986154592776,39.78392547272574,0.088,2.0,14.47344,0.2091537572254335,69.2,14.47344,0.0,0.0,0.0
Premariacco,AC001E01012,e-distribuzione,3.4183096266826367,39.78392547272574,0.086,11.0,56.42009,0.850981749622926,66.3,56.12009,0.0,0.3,0.0
Preone,AC001E01600,e-distribuzione,12.851001662502727,22.652618952918125,0.567,0.0,0.0,0.0,455.4,0.0,0.0,0.0,0.0
Preone,AC001E01019,e-distribuzione,9.684460533142802,22.652618952918125,0.428,5.0,5.84707,0.0117387472395101,498.1,0.0,0.0,0.0,5.84707
Prepotto,AC001E01009,e-distribuzione,28.57915302228201,32.44812653473544,0.881,4.0,16.10916,0.0496277264325323,324.6,16.10916,0.0,0.0,0.0
Prepotto,AC001E01005,e-distribuzione,3.7246000084826085,32.44812653473544,0.115,2.0,14.47344,0.2091537572254335,69.2,14.47344,0.0,0.0,0.0
Pulfero,AC001E01009,e-distribuzione,47.635070499625535,48.24128318603731,0.987,4.0,16.10916,0.0496277264325323,324.6,16.10916,0.0,0.0,0.0
Ragogna,AC001E01016,e-distribuzione,18.36723612715503,22.019248342354864,0.834,4.0,2.9529,0.0272911275415896,108.2,2.9529,0.0,0.0,0.0
Ravascletto,AC129E00001,SECAB,26.261385985840555,26.653991707686217,0.985,5.0,0.68925,0.0040953654188948,168.3,0.0,0.0,0.0,0.68925
Raveo,AC001E01600,e-distribuzione,12.086786143696605,12.24362686368171,0.987,0.0,0.0,0.0,455.4,0.0,0.0,0.0,0.0
Reana Del Rojale,AC001E01013,e-distribuzione,10.323563826511363,20.316241629740325,0.508,3.0,20.54648,0.3560915077989601,57.7,20.54648,0.0,0.0,0.0
Reana Del Rojale,AC001E01014,e-distribuzione,10.026086823112156,20.316241629740325,0.494,4.0,8.7516,0.0326187103988073,268.3,8.5336,0.0,0.0,0.218
Remanzacco,AC001E01012,e-distribuzione,30.243528836449144,30.51206191935507,0.991,11.0,56.42009,0.850981749622926,66.3,56.12009,0.0,0.3,0.0
Resia,AC001E01018,e-distribuzione,118.59608302960719,118.85814548409363,0.998,8.0,1.69663,0.0027886752136752,608.4,0.0,0.0,0.0,1.69663
Resiutta,AC001E01018,e-distribuzione,19.91963547580323,19.919635475803226,1.0,8.0,1.69663,0.0027886752136752,608.4,0.0,0.0,0.0,1.69663
Rigolato,AC001E01021,e-distribuzione,29.62847811953094,29.651066333490938,0.999,7.0,2.93,0.0108760207869339,269.4,0.0,0.0,0.0,2.93
Rive D'Arcano,AC001E01016,e-distribuzione,13.219611749283864,22.49458971276015,0.588,4.0,2.9529,0.0272911275415896,108.2,2.9529,0.0,0.0,0.0
Rive D'Arcano,AC001E01010,e-distribuzione,9.316054333956348,22.49458971276015,0.414,4.0,119.37,0.7305385556915545,163.4,18.12,101.25,0.0,0.0
Rivignano Teor,AC001E00855,e-distribuzione,25.332020436256375,47.62657526751559,0.532,9.0,37.73046,0.1440643757159221,261.9,37.43046,0.0,0.3,0.0
Rivignano Teor,AC001E01002,e-distribuzione,20.956114862120117,47.62657526751559,0.44,7.0,44.5406,0.2423318824809575,183.8,44.2906,0.0,0.25,0.0
Rivignano Teor,AC001E01003,e-distribuzione,1.3051770267165128,47.62657526751559,0.027,11.0,64.29962,0.2798068755439513,229.8,63.53962,0.0,0.76,0.0
Romans D'Isonzo,AC001E00999,e-distribuzione,14.632570871693174,15.638570089209567,0.936,9.0,342.5701,3.166082255083179,108.2,27.8581,314.3,0.0,0.412
Ronchi Dei Legionari,AC001E00999,e-distribuzione,11.273327532011079,16.618674033024828,0.678,9.0,342.5701,3.166082255083179,108.2,27.8581,314.3,0.0,0.412
Ronchi Dei Legionari,AC001E00996,e-distribuzione,4.280469466686069,16.618674033024828,0.258,0.0,0.0,0.0,73.1,0.0,0.0,0.0,0.0
Ronchi Dei Legionari,AC001E00995,e-distribuzione,0.8950928393426897,16.618674033024828,0.054,4.0,36.29922,0.9452921875,38.4,35.999219999999994,0.0,0.3,0.0
Ronchis,AC001E00855,e-distribuzione,18.58699876914741,18.58699876914741,1.0,9.0,37.73046,0.1440643757159221,261.9,37.43046,0.0,0.3,0.0
Roveredo In Piano,AC001E01591,e-distribuzione,8.833676911800081,16.118853776147873,0.548,4.0,27.23193,0.2682948768472906,101.5,16.74193,9.99,0.5,0.0
Roveredo In Piano,AC001E01587,e-distribuzione,5.2491652724116316,16.118853776147873,0.326,3.0,23.4158,0.293063829787234,79.9,23.3838,0.0,0.0,0.032
Roveredo In Piano,AC001E01589,e-distribuzione,1.8730570166570408,16.118853776147873,0.116,2.0,0.62849,0.004460539389638,140.9,0.0,0.0,0.5,0.12849
Ruda,AC001E00998,e-distribuzione,17.51177365256512,19.097630866891123,0.917,11.0,60.05733,0.5628615745079663,106.7,58.50833,0.0,1.549,0.0
Ruda,AC001E00999,e-distribuzione,1.2788424265571907,19.097630866891123,0.067,9.0,342.5701,3.166082255083179,108.2,27.8581,314.3,0.0,0.412
Sacile,AC001E01588,e-distribuzione,31.844242773599515,32.580966162538815,0.977,4.0,5.138,0.0478844361602982,107.3,5.01,0.0,0.0,0.128
Sagrado,AC001E00999,e-distribuzione,13.673348415291327,13.737755273676914,0.995,9.0,342.5701,3.166082255083179,108.2,27.8581,314.3,0.0,0.412
San Canzian D'Isonzo,AC001E00849,e-distribuzione,15.378422754286552,33.47245397727228,0.459,8.0,42.26344,0.3487082508250825,121.2,42.26344,0.0,0.0,0.0
San Canzian D'Isonzo,AC001E00995,e-distribuzione,11.289265847023923,33.47245397727228,0.337,4.0,36.29922,0.9452921875,38.4,35.999219999999994,0.0,0.3,0.0
San Canzian D'Isonzo,AC001E00999,e-distribuzione,5.5495455692580595,33.47245397727228,0.166,9.0,342.5701,3.166082255083179,108.2,27.8581,314.3,0.0,0.412
San Daniele Del Friuli,AC001E01016,e-distribuzione,32.14450915488482,34.70208266311483,0.926,4.0,2.9529,0.0272911275415896,108.2,2.9529,0.0,0.0,0.0
San Dorligo Della Valle - Dolina,AC001E00993,e-distribuzione,23.612975426891076,24.022948012584504,0.983,1.0,8.8,0.2309711286089238,38.1,8.8,0.0,0.0,0.0
San Floriano Del Collio,AC001E01000,e-distribuzione,10.707626007152506,11.32409426484647,0.946,3.0,22.937,0.2333367243133265,98.3,12.937,10.0,0.0,0.0
San Giorgio Della Richinvelda,AC001E01011,e-distribuzione,42.19498851836008,48.605095431767,0.868,3.0,5.89463,0.0456948062015503,129.0,5.875,0.0,0.0,0.0196299999999999
San Giorgio Della Richinvelda,AC001E01592,e-distribuzione,1.3038418604223683,48.605095431767,0.027,5.0,82.5958,0.4025136452241715,205.2,80.2958,0.0,2.3,0.0
San Giorgio Di Nogaro,AC001E00997,e-distribuzione,25.718094172010804,25.821404166412464,0.996,7.0,318.32444000000004,2.471463043478261,128.8,134.74644,182.579,0.999,0.0
San Giovanni Al Natisone,AC001E01005,e-distribuzione,23.458179670393537,24.110955277688067,0.973,2.0,14.47344,0.2091537572254335,69.2,14.47344,0.0,0.0,0.0
San Leonardo,AC001E01009,e-distribuzione,27.399924137828744,27.399924137828737,1.0,4.0,16.10916,0.0496277264325323,324.6,16.10916,0.0,0.0,0.0
San Lorenzo Isontino,AC001E01000,e-distribuzione,4.533691490355295,4.533691490355294,1.0,3.0,22.937,0.2333367243133265,98.3,12.937,10.0,0.0,0.0
San Martino Al Tagliamento,AC001E01004,e-distribuzione,16.7030159993134,17.63675750366192,0.947,3.0,17.759999999999998,0.1314581791265729,135.1,7.26,10.0,0.5,0.0
San Pier D'Isonzo,AC001E00999,e-distribuzione,8.886734728763965,8.886734728763967,1.0,9.0,342.5701,3.166082255083179,108.2,27.8581,314.3,0.0,0.412
San Pietro Al Natisone,AC001E01009,e-distribuzione,23.71812496855158,23.718124968551585,1.0,4.0,16.10916,0.0496277264325323,324.6,16.10916,0.0,0.0,0.0
San Quirino,AC001E01591,e-distribuzione,49.88290543434046,51.003969992179535,0.978,4.0,27.23193,0.2682948768472906,101.5,16.74193,9.99,0.5,0.0
San Vito Al Tagliamento,AC001E01004,e-distribuzione,52.496301240106746,60.7033894667534,0.865,3.0,17.759999999999998,0.1314581791265729,135.1,7.26,10.0,0.5,0.0
San Vito Al Tagliamento,AC001E00854,e-distribuzione,4.609615781209582,60.7033894667534,0.076,10.0,55.08892000000001,0.3586518229166667,153.6,55.06392,0.0,0.0,0.025
San Vito Al Torre,AC001E01001,e-distribuzione,10.74459491628553,11.484007161536034,0.936,18.0,447.55024,3.2644072939460247,137.1,136.55724,310.93,0.0,0.063
San Vito Di Fagagna,AC001E01010,e-distribuzione,8.556824833147047,8.556824833147049,1.0,4.0,119.37,0.7305385556915545,163.4,18.12,101.25,0.0,0.0
Santa Maria La Longa,AC001E01001,e-distribuzione,13.991410100540314,19.747393527494395,0.709,18.0,447.55024,3.2644072939460247,137.1,136.55724,310.93,0.0,0.063
Santa Maria La Longa,AC001E01007,e-distribuzione,5.626217058900589,19.747393527494395,0.285,17.0,418.89031,5.4900433813892535,76.3,211.89131,206.0,0.999,0.0
Sappada,AC001E01603,e-distribuzione,60.94586187386782,62.56826733730729,0.974,0.0,0.0,0.0,397.0,0.0,0.0,0.0,0.0
Sappada,AC001E01021,e-distribuzione,1.3737265057358163,62.56826733730729,0.022,7.0,2.93,0.0108760207869339,269.4,0.0,0.0,0.0,2.93
Sauris,AC001E01600,e-distribuzione,39.442809495028044,41.425282853116194,0.952,0.0,0.0,0.0,455.4,0.0,0.0,0.0,0.0
Sauris,AC001E01603,e-distribuzione,1.295961146435711,41.425282853116194,0.031,0.0,0.0,0.0,397.0,0.0,0.0,0.0,0.0
Savogna,AC001E01009,e-distribuzione,22.08170835954704,22.246815343689505,0.993,4.0,16.10916,0.0496277264325323,324.6,16.10916,0.0,0.0,0.0
Savogna D'Isonzo,AC001E00999,e-distribuzione,11.25765114592291,16.202255009915596,0.695,9.0,342.5701,3.166082255083179,108.2,27.8581,314.3,0.0,0.412
Savogna D'Isonzo,AC001E01000,e-distribuzione,4.8286638799323,16.202255009915596,0.298,3.0,22.937,0.2333367243133265,98.3,12.937,10.0,0.0,0.0
Sedegliano,AC001E01003,e-distribuzione,46.91763201859461,51.038682006746534,0.919,11.0,64.29962,0.2798068755439513,229.8,63.53962,0.0,0.76,0.0
Sequals,AC001E01017,e-distribuzione,13.820415950535997,28.13701139091827,0.491,2.0,3.8489,0.0163158117846545,235.9,3.8489,0.0,0.0,0.0
Sequals,AC001E01011,e-distribuzione,12.057463282544548,28.13701139091827,0.429,3.0,5.89463,0.0456948062015503,129.0,5.875,0.0,0.0,0.0196299999999999
Sesto Al Reghena,AC001E00854,e-distribuzione,35.84965143872762,40.5358054753589,0.884,10.0,55.08892000000001,0.3586518229166667,153.6,55.06392,0.0,0.0,0.025
Sesto Al Reghena,AC001E01004,e-distribuzione,4.686140129848843,40.5358054753589,0.116,3.0,17.759999999999998,0.1314581791265729,135.1,7.26,10.0,0.5,0.0
Sgonico,AC001E00994,e-distribuzione,31.213440747491106,31.318968914189416,0.997,0.0,0.0,0.0,53.7,0.0,0.0,0.0,0.0
Socchieve,AC001E01600,e-distribuzione,66.15427033325007,66.16932870467811,1.0,0.0,0.0,0.0,455.4,0.0,0.0,0.0,0.0
Spilimbergo,AC001E01011,e-distribuzione,68.05752933141794,72.21050434966902,0.942,3.0,5.89463,0.0456948062015503,129.0,5.875,0.0,0.0,0.0196299999999999
Staranzano,AC001E00995,e-distribuzione,16.9748916469682,18.729392998673507,0.906,4.0,36.29922,0.9452921875,38.4,35.999219999999994,0.0,0.3,0.0
Stregna,AC001E01009,e-distribuzione,19.032231339494572,19.15028011785252,0.994,4.0,16.10916,0.0496277264325323,324.6,16.10916,0.0,0.0,0.0
Sutrio,AC129E00001,SECAB,20.805937990817608,21.055317456152792,0.988,5.0,0.68925,0.0040953654188948,168.3,0.0,0.0,0.0,0.68925
Taipana,AC001E01014,e-distribuzione,54.72487371831732,64.98266988578312,0.842,4.0,8.7516,0.0326187103988073,268.3,8.5336,0.0,0.0,0.218
Taipana,AC001E01018,e-distribuzione,9.764172057612056,64.98266988578312,0.15,8.0,1.69663,0.0027886752136752,608.4,0.0,0.0,0.0,1.69663
Talmassons,AC001E01002,e-distribuzione,42.44922708191375,42.52457493429473,0.998,7.0,44.5406,0.2423318824809575,183.8,44.2906,0.0,0.25,0.0
Tarcento,AC001E01014,e-distribuzione,34.8387653049171,35.21338942944011,0.989,4.0,8.7516,0.0326187103988073,268.3,8.5336,0.0,0.0,0.218
Tarvisio,AC001E01020,e-distribuzione,207.41925220224962,208.89861830044126,0.993,5.0,0.232,0.0007019667170953,330.5,0.0,0.0,0.0,0.232
Tavagnacco,AC001E01013,e-distribuzione,15.402514826064555,15.543186611071043,0.991,3.0,20.54648,0.3560915077989601,57.7,20.54648,0.0,0.0,0.0
Terzo Di Aquileia,AC001E00998,e-distribuzione,16.58595111223441,28.68067962061267,0.578,11.0,60.05733,0.5628615745079663,106.7,58.50833,0.0,1.549,0.0
Terzo Di Aquileia,AC001E00997,e-distribuzione,8.73469586098547,28.68067962061267,0.305,7.0,318.32444000000004,2.471463043478261,128.8,134.74644,182.579,0.999,0.0
Terzo Di Aquileia,AC001E00849,e-distribuzione,3.2979105698729096,28.68067962061267,0.115,8.0,42.26344,0.3487082508250825,121.2,42.26344,0.0,0.0,0.0
Tolmezzo,AC001E01019,e-distribuzione,66.06634579444538,66.07710583772047,1.0,5.0,5.84707,0.0117387472395101,498.1,0.0,0.0,0.0,5.84707
Torreano,AC001E01009,e-distribuzione,35.026611769553895,35.094131152661106,0.998,4.0,16.10916,0.0496277264325323,324.6,16.10916,0.0,0.0,0.0
Torviscosa,AC001E00997,e-distribuzione,21.257998444152687,48.12174932668232,0.442,7.0,318.32444000000004,2.471463043478261,128.8,134.74644,182.579,0.999,0.0
Torviscosa,AC001E00998,e-distribuzione,14.941568122430212,48.12174932668232,0.31,11.0,60.05733,0.5628615745079663,106.7,58.50833,0.0,1.549,0.0
Torviscosa,AC001E01001,e-distribuzione,11.857547496522633,48.12174932668232,0.246,18.0,447.55024,3.2644072939460247,137.1,136.55724,310.93,0.0,0.063
Tramonti Di Sopra,AC001E01600,e-distribuzione,81.20758523832029,125.04752056174249,0.649,0.0,0.0,0.0,455.4,0.0,0.0,0.0,0.0
Tramonti Di Sopra,AC001E01592,e-distribuzione,24.12334849382157,125.04752056174249,0.193,5.0,82.5958,0.4025136452241715,205.2,80.2958,0.0,2.3,0.0
Tramonti Di Sopra,AC001E01599,e-distribuzione,18.346354762875112,125.04752056174249,0.147,2.0,0.46238,0.0014422333125389,320.6,0.0,0.0,0.0,0.46238
Tramonti Di Sotto,AC001E01600,e-distribuzione,45.047449901114156,84.96281251396807,0.53,0.0,0.0,0.0,455.4,0.0,0.0,0.0,0.0
Tramonti Di Sotto,AC001E01017,e-distribuzione,35.04004632503538,84.96281251396807,0.412,2.0,3.8489,0.0163158117846545,235.9,3.8489,0.0,0.0,0.0
Tramonti Di Sotto,AC001E01592,e-distribuzione,4.575691410760929,84.96281251396807,0.054,5.0,82.5958,0.4025136452241715,205.2,80.2958,0.0,2.3,0.0
Trasaghis,AC001E01019,e-distribuzione,69.98516500828447,78.2809138945972,0.894,5.0,5.84707,0.0117387472395101,498.1,0.0,0.0,0.0,5.84707
Trasaghis,AC001E01017,e-distribuzione,4.867606240600232,78.2809138945972,0.062,2.0,3.8489,0.0163158117846545,235.9,3.8489,0.0,0.0,0.0
Travesio,AC001E01017,e-distribuzione,28.44068288047104,28.44068288047104,1.0,2.0,3.8489,0.0163158117846545,235.9,3.8489,0.0,0.0,0.0
Treppo Grande,AC001E01015,e-distribuzione,11.209331414860035,11.293019856196445,0.993,1.0,111.9,0.6401601830663616,174.8,0.0,111.9,0.0,0.0
Treppo Ligosullo,AC129E00001,SECAB,34.70085488328089,34.958382945101725,0.993,5.0,0.68925,0.0040953654188948,168.3,0.0,0.0,0.0,0.68925
Tricesimo,AC001E01014,e-distribuzione,13.454719004664614,17.190182956259825,0.783,4.0,8.7516,0.0326187103988073,268.3,8.5336,0.0,0.0,0.218
Tricesimo,AC001E01013,e-distribuzione,3.7273187806355526,17.190182956259825,0.217,3.0,20.54648,0.3560915077989601,57.7,20.54648,0.0,0.0,0.0
Trieste,AC003E00000,AcegasApsAmga,36.3819533511679,85.34296006748333,0.426,0.0,0.0,0.0,36.2,0.0,0.0,0.0,0.0
Trieste,AC003E00002,AcegasApsAmga,19.508228679190157,85.34296006748333,0.229,0.0,0.0,0.0,20.5,0.0,0.0,0.0,0.0
Trieste,AC003E00004,AcegasApsAmga,16.060670227944374,85.34296006748333,0.188,0.0,0.0,0.0,16.6,0.0,0.0,0.0,0.0
Trieste,AC003E00001,AcegasApsAmga,12.001012992000414,85.34296006748333,0.141,1.0,4.8,0.4067796610169491,11.8,4.8,0.0,0.0,0.0
Trivignano Udinese,AC001E01001,e-distribuzione,10.563847572325589,18.1254495833212,0.583,18.0,447.55024,3.2644072939460247,137.1,136.55724,310.93,0.0,0.063
Trivignano Udinese,AC001E01006,e-distribuzione,7.2882711696064,18.1254495833212,0.402,11.0,73.47865,0.96050522875817,76.5,73.47865,0.0,0.0,0.0
Turriaco,AC001E00999,e-distribuzione,4.683783673986878,5.21839957762051,0.898,9.0,342.5701,3.166082255083179,108.2,27.8581,314.3,0.0,0.412
Udine,AC001E01008,e-distribuzione,21.096161728458394,56.47648663129065,0.374,9.0,272.09524,2.762388223350254,98.5,19.09524,253.0,0.0,0.0
Udine,AC001E01013,e-distribuzione,12.65668403227214,56.47648663129065,0.224,3.0,20.54648,0.3560915077989601,57.7,20.54648,0.0,0.0,0.0
Udine,AC001E01012,e-distribuzione,11.861534629387855,56.47648663129065,0.21,11.0,56.42009,0.850981749622926,66.3,56.12009,0.0,0.3,0.0
Udine,AC001E01007,e-distribuzione,10.899714576078841,56.47648663129065,0.193,17.0,418.89031,5.4900433813892535,76.3,211.89131,206.0,0.999,0.0
Vajont,AC001E01592,e-distribuzione,1.41764671204795,1.5422438549697572,0.919,5.0,82.5958,0.4025136452241715,205.2,80.2958,0.0,2.3,0.0
Valvasone Arzene,AC001E01004,e-distribuzione,24.694010253677668,30.622730726278945,0.806,3.0,17.759999999999998,0.1314581791265729,135.1,7.26,10.0,0.5,0.0
Valvasone Arzene,AC001E01590,e-distribuzione,3.9551500506214454,30.622730726278945,0.129,4.0,3.608,0.0404938271604938,89.1,2.99,0.0,0.5,0.118
Varmo,AC001E01003,e-distribuzione,19.621453786552227,35.22079837036462,0.557,11.0,64.29962,0.2798068755439513,229.8,63.53962,0.0,0.76,0.0
Varmo,AC001E00855,e-distribuzione,14.993980183179518,35.22079837036462,0.426,9.0,37.73046,0.1440643757159221,261.9,37.43046,0.0,0.3,0.0
Venzone,AC001E01019,e-distribuzione,25.667460650102065,54.246912472898345,0.473,5.0,5.84707,0.0117387472395101,498.1,0.0,0.0,0.0,5.84707
Venzone,AC001E01018,e-distribuzione,20.017526317659694,54.246912472898345,0.369,8.0,1.69663,0.0027886752136752,608.4,0.0,0.0,0.0,1.69663
Venzone,AC001E01015,e-distribuzione,7.787201188350293,54.246912472898345,0.144,1.0,111.9,0.6401601830663616,174.8,0.0,111.9,0.0,0.0
Verzegnis,AC001E01019,e-distribuzione,38.6392254112387,38.63974437336544,1.0,5.0,5.84707,0.0117387472395101,498.1,0.0,0.0,0.0,5.84707
Villa Santina,AC001E01019,e-distribuzione,12.778444002321525,12.90833651012228,0.99,5.0,5.84707,0.0117387472395101,498.1,0.0,0.0,0.0,5.84707
Villesse,AC001E00999,e-distribuzione,10.19235361100636,11.514229238169978,0.885,9.0,342.5701,3.166082255083179,108.2,27.8581,314.3,0.0,0.412
Villesse,AC001E00998,e-distribuzione,0.9789296547893775,11.514229238169978,0.085,11.0,60.05733,0.5628615745079663,106.7,58.50833,0.0,1.549,0.0
Visco,AC001E01001,e-distribuzione,3.854188649642106,3.854188649642106,1.0,18.0,447.55024,3.2644072939460247,137.1,136.55724,310.93,0.0,0.063
Vito D'Asio,AC001E01017,e-distribuzione,32.100455175525056,53.632437934067106,0.599,2.0,3.8489,0.0163158117846545,235.9,3.8489,0.0,0.0,0.0
Vito D'Asio,AC001E01019,e-distribuzione,21.354209011398538,53.632437934067106,0.398,5.0,5.84707,0.0117387472395101,498.1,0.0,0.0,0.0,5.84707
Vivaro,AC001E01592,e-distribuzione,34.93758118436913,37.04755359973656,0.943,5.0,82.5958,0.4025136452241715,205.2,80.2958,0.0,2.3,0.0
